paper_id,num_equations,mean_num_new_symbols_introduced,num_overall_unique_symbols,mean_num_unique_symbols,std_of_unique_symbols,max_representational_complexity
L5yBcwO1yKH,74.0,0.10810810810810811,8.0,0.4459459459459457,0.8623302595236867,4.0
_-FN9mJsgg,109.0,0.42201834862385323,46.0,3.2385321100917426,4.682313219404223,28.0
kJUS5nD0vPB,78.0,0.46153846153846156,36.0,3.3717948717948714,3.354039914727275,15.0
0CbYJNJtM-X,346.0,0.17052023121387283,59.0,1.1329479768786133,2.5331909149881504,16.0
e9rdb24Yzqx,183.0,0.3825136612021858,70.0,3.256830601092895,3.5679656543619895,20.0
bGQw0awHUjQ,900.0,0.08777777777777777,79.0,2.471111111111111,4.552529750469364,31.0
UAmH4nDH4l,83.0,0.4457831325301205,37.0,3.6506024096385525,2.9235533630880397,15.0
5ZSBBhiAapV,107.0,0.45794392523364486,49.0,3.0186915887850456,3.7867228536061264,20.0
6i6ajdIinJm,1322.0,0.13993948562783662,185.0,9.664145234493194,7.2465440082618064,32.0
en9V5F8PR-,252.0,0.25793650793650796,65.0,3.837301587301587,4.313570435348726,24.0
GcM7qfl5zY,204.0,0.3872549019607843,79.0,4.205882352941175,5.771235339656224,34.0
27uBgHuoSQ,266.0,0.22932330827067668,61.0,3.0300751879699237,3.349885606887361,19.0
HaHCoGcpV9,703.0,0.13513513513513514,95.0,2.1778093883357026,3.4757552268052296,24.0
tCPheuUFBC,50.0,0.48,24.0,1.6600000000000001,3.455902965380025,17.0
vDY5Y8HMNxO,62.0,0.45161290322580644,28.0,1.4032258064516132,3.321364905189051,22.0
q_tgo-hvgPd,874.0,0.08352402745995423,73.0,2.683066361556062,3.020208640402019,22.0
MJSIkA72S4k,736.0,0.13043478260869565,96.0,2.8940217391304324,4.073430367647271,25.0
e20T84suZx,259.0,0.2702702702702703,70.0,4.806949806949807,7.0227613030186635,34.0
ttfOGx6-_FT,248.0,0.22580645161290322,56.0,2.532258064516131,3.0830225556881796,22.0
Uzgfy7_v7BH,189.0,0.25396825396825395,48.0,2.4074074074074074,2.898669567920323,23.0
PbkBDQ5_UbV,1384.0,0.06719653179190752,93.0,5.133670520231213,6.288569837063961,35.0
15hYIH0TUi,1095.0,0.1324200913242009,145.0,5.992694063926936,5.366285636155036,23.0
WVRb98rwbv9,195.0,0.27692307692307694,54.0,2.4717948717948715,2.4162197532198624,19.0
S4PGxCIbznF,112.0,0.36607142857142855,41.0,5.428571428571429,4.084058848686767,25.0
UXPrt1ffxYD,114.0,0.3684210526315789,42.0,4.982456140350878,5.0903039117510955,20.0
Ji1_32XWMxK,566.0,0.12897526501766785,73.0,2.346289752650178,3.325984373145502,26.0
1nZelVKqpks,444.0,0.16666666666666666,74.0,4.2725225225225225,3.1529930510672712,29.0
1VQnc0wnIQ,306.0,0.2549019607843137,78.0,4.316993464052287,4.384866535900729,25.0
xZSRTER-2Qv,281.0,0.3202846975088968,90.0,5.395017793594308,6.5593861387739185,34.0
vINj_Hv9szL,310.0,0.24516129032258063,76.0,2.8709677419354835,4.909154881386559,24.0
jotL-ImpbF,92.0,0.2826086956521739,26.0,2.4782608695652173,2.5740815533481354,18.0
blCpfjAeFkn,468.0,0.17307692307692307,81.0,4.123931623931629,6.095038169758898,41.0
yDx3GP7Qjfl,226.0,0.1902654867256637,43.0,4.061946902654869,2.8822311907909373,18.0
vPvy4x-0H52,859.0,0.06752037252619325,58.0,1.3771827706635624,3.802188178458744,26.0
j1HyTEWHTT,155.0,0.3548387096774194,55.0,2.7032258064516133,3.5275800055326316,21.0
lmumJ2pC0JB,437.0,0.18764302059496568,82.0,4.009153318077807,4.871741062364997,25.0
lZKBhpedXk,42.0,0.8095238095238095,34.0,3.547619047619047,3.0057049897623016,10.0
ETKGuby0hcs,283.0,0.17667844522968199,50.0,3.3745583038869245,4.332909207198986,21.0
ngV1BPp6xDc,133.0,0.39849624060150374,53.0,3.2255639097744373,3.899527052429182,23.0
qLOaeRvteqbx,1056.0,0.07196969696969698,76.0,3.2878787878787903,4.745113210709533,28.0
jAD0chIdt_,187.0,0.28342245989304815,53.0,4.00534759358289,4.554918558816815,26.0
O_lFCPaF48t,120.0,0.3,36.0,2.4250000000000007,2.1679967905957827,17.0
cEygmQNOeI,297.0,0.18518518518518517,55.0,1.1683501683501676,2.6835223496912044,19.0
xYNOuQh1Z7Y,167.0,0.2994011976047904,50.0,3.5029940119760474,4.620376883778713,18.0
AP0iZoaRaS,80.0,0.7125,57.0,3.3875,4.8976712368536734,28.0
JLINxPOVTh7,1196.0,0.0903010033444816,108.0,3.9707357859531816,4.106528708723688,23.0
FbRY1XVfwK,802.0,0.1172069825436409,94.0,2.437655860349128,3.8756229080130375,25.0
Su84ELBdm5U,813.0,0.13038130381303814,106.0,3.403444034440348,4.3421508309022245,32.0
P4MUGRM4Acu,400.0,0.165,66.0,2.8625000000000007,2.5406161804651064,14.0
dGdoZds9qAs,502.0,0.09163346613545817,46.0,1.7091633466135465,2.8041663643965093,24.0
9aokcgBVIj1,253.0,0.3794466403162055,96.0,5.256916996047433,6.942593517057078,34.0
Kpdewuy7RU6,445.0,0.20449438202247192,91.0,3.5370786516853903,5.375251555447476,27.0
E2Y_xv8ybf,856.0,0.07710280373831775,66.0,0.8224299065420538,2.1211850780712282,21.0
MLStcoDEhqi,57.0,1.087719298245614,62.0,4.052631578947369,6.185874036382002,28.0
Zp4EIt1yFID,154.0,0.33116883116883117,51.0,3.227272727272726,2.7213095830320957,20.0
qZ1yqKvQtE,47.0,0.851063829787234,40.0,4.808510638297872,3.1529027196643686,15.0
IN499pgOOEl,162.0,0.42592592592592593,69.0,3.9444444444444446,3.898160101113477,23.0
uwmlZn6n-gV,107.0,0.4205607476635514,45.0,3.2990654205607464,3.3001285088500802,14.0
L8qKBr_bht,328.0,0.21646341463414634,71.0,3.728658536585361,4.5105552760537915,26.0
JOix_wb4AeM,146.0,0.2191780821917808,32.0,2.4520547945205484,3.03333705343397,14.0
frwz3TheDeH,156.0,0.23076923076923078,36.0,2.064102564102564,2.3408834482829333,20.0
DClS-1HQ_0P,313.0,0.13099041533546327,41.0,3.904153354632589,3.3354758822426476,18.0
Y3wBqgTbxyw,55.0,0.6,33.0,2.854545454545456,3.8892929083059973,20.0
7QTldIMkkqX,39.0,0.6666666666666666,26.0,2.820512820512821,3.831117707404616,17.0
sRQNwKcE2X,220.0,0.2,44.0,2.4545454545454546,2.645359039899735,22.0
pX21pH4CsNB,501.0,0.1377245508982036,69.0,3.508982035928145,3.847391215054253,27.0
SdBfRJE9SX-,97.0,0.5154639175257731,50.0,4.041237113402061,4.24979785247976,19.0
fxkACnJZmy_,1040.0,0.10865384615384616,113.0,3.670192307692311,3.2949163108074084,21.0
f25VGPzATcn,316.0,0.14240506329113925,45.0,2.155063291139242,2.712347954181569,14.0
pzH2Sltp2--,1074.0,0.08007448789571694,86.0,3.2430167597765363,3.431607459147931,18.0
aHwehiwz6YW,228.0,0.10964912280701754,25.0,0.6842105263157894,1.8670138680998745,14.0
sAOOeI878Ns,378.0,0.19576719576719576,74.0,4.730158730158736,4.1074675445961,22.0
EJka_dVXEcr,165.0,0.42424242424242425,70.0,3.4666666666666672,4.236216289955525,26.0
5YHaMHg2Bfa,600.0,0.14,84.0,3.338333333333333,3.0740223233242867,19.0
Hvcmr6FSIX8,67.0,0.3880597014925373,26.0,2.164179104477613,2.326377173915343,15.0
YuXt90f4Kb7,206.0,0.23300970873786409,48.0,1.888349514563106,3.6105752793668997,18.0
p4X5ZrM2AY,1301.0,0.11837048424289008,154.0,3.8447348193697106,4.654744183131268,44.0
nUmCcZ5RKF,64.0,0.484375,31.0,1.5000000000000007,2.1821789023599236,12.0
u05JdX1Qz-b,398.0,0.1407035175879397,56.0,1.3442211055276392,3.05361070024845,18.0
NdFKHCFxXjS,630.0,0.09523809523809523,60.0,3.673015873015874,4.458007794672737,29.0
O8Vc52xFSUR,355.0,0.17183098591549295,61.0,2.659154929577466,2.801209255863985,27.0
-tYCaP0phY_,1649.0,0.03274711946634324,54.0,0.7089144936325044,2.0169606924872348,19.0
R4oodnmxb9m,186.0,0.17204301075268819,32.0,0.8924731182795699,1.1621263418443804,7.0
tx-KRrFC2b,442.0,0.1425339366515837,63.0,2.6221719457013566,2.559895970698513,21.0
tDG-zrQ8S1Q,101.0,0.37623762376237624,38.0,2.198019801980198,1.7436731458630543,9.0
ejHUr4nfHhD,42.0,1.1904761904761905,50.0,6.166666666666666,7.437271551454963,21.0
MbWntPvE5Tg,173.0,0.28901734104046245,50.0,3.491329479768788,4.746624868347186,21.0
qtVUTPpTNq,75.0,0.52,39.0,2.640000000000001,2.8975292363797958,17.0
79xEHFvjx9p,247.0,0.2631578947368421,65.0,3.2874493927125514,3.7343663784428998,24.0
Yo06F8kfMa1,732.0,0.09153005464480875,67.0,4.150273224043718,5.0107231041515075,22.0
zqwryBoXYnh,283.0,0.19081272084805653,54.0,3.7879858657243823,4.2247494163565715,24.0
Zob4P9bRNcK,381.0,0.2204724409448819,84.0,4.270341207349084,4.682316918511222,29.0
t7HIN3fUAUu,67.0,0.5373134328358209,36.0,1.940298507462687,2.8544521154225304,12.0
krFbWKl3Sz,360.0,0.20833333333333334,75.0,4.458333333333329,5.154270479735515,31.0
o8xdgmwCP8l,83.0,0.4457831325301205,37.0,3.6506024096385525,2.9235533630880397,15.0
5vM51iamNeL,413.0,0.18401937046004843,76.0,4.656174334140436,4.836947393350344,22.0
VUdMeSbExWg,636.0,0.13364779874213836,85.0,3.5283018867924523,3.847177217771664,27.0
bth6XbnDmib,502.0,0.13545816733067728,68.0,3.583665338645418,3.9096548836100515,25.0
8l5GjEqGiRG,112.0,0.4107142857142857,46.0,3.6428571428571437,5.140997804887533,27.0
PfHk0P9lgMy,2054.0,0.08519961051606621,175.0,3.787731256085682,5.182281384167817,26.0
At0BdxvACds,94.0,0.44680851063829785,42.0,3.5531914893617027,4.004344472083988,21.0
Rq13idF0F73,409.0,0.18581907090464547,76.0,2.3765281173594115,3.8405775549652117,23.0
383GRAoNhzb,78.0,0.358974358974359,28.0,1.8717948717948727,3.457943891588751,22.0
C0q9oBc3n4,445.0,0.1303370786516854,58.0,1.8853932584269661,2.604204438434443,16.0
6ve2CkeQe5S,322.0,0.17391304347826086,56.0,3.978260869565217,4.153161099905255,24.0
0eSq84hbXhe,124.0,0.3225806451612903,40.0,2.322580645161291,1.9277535985008336,12.0
6axIMJA7ME3,693.0,0.13131313131313133,91.0,2.9898989898989887,3.3527939545878653,20.0
lOkOPfpeSl,202.0,0.22772277227722773,46.0,2.61881188118812,3.321607621064814,25.0
Idusfje4-Wq,530.0,0.12264150943396226,65.0,2.320754716981133,3.34004507913423,20.0
Pb-SC2gFOO,69.0,0.43478260869565216,30.0,1.6231884057971016,2.3645758808577466,9.0
TkSRbrUjQf3,749.0,0.10947930574098798,82.0,3.399198931909214,4.052074057845712,22.0
lhPLT5gnBrH,314.0,0.18789808917197454,59.0,3.1942675159235656,3.6992140092233194,21.0
OqPD_6kukm,95.0,0.24210526315789474,23.0,1.6842105263157896,1.438550969335943,10.0
Udho-Hry4RZ,290.0,0.27241379310344827,79.0,3.510344827586208,3.9180484538748197,26.0
HeEqRvCtN2-,75.0,0.5333333333333333,40.0,4.5200000000000005,5.657714178864971,26.0
g77JafrHWyy,233.0,0.19313304721030042,45.0,2.48068669527897,3.679019670144969,27.0
OmpIgSvg7-Z,486.0,0.21810699588477367,106.0,7.065843621399177,8.258190935928898,41.0
qcJmsP3oE9,348.0,0.1752873563218391,61.0,2.8735632183908053,4.051696475231582,31.0
goLFJ0ZNwl,394.0,0.14213197969543148,56.0,1.7284263959390869,3.2784055674280466,28.0
JdTnc9gjVfJ,166.0,0.2710843373493976,45.0,2.7951807228915673,2.9097913541553204,15.0
_lPNXhQ4uvS,113.0,0.45132743362831856,51.0,2.734513274336283,4.472171290953176,24.0
mencEcrobES,964.0,0.07053941908713693,68.0,2.8879668049792566,3.2375491055325996,20.0
d5U-bPKPde,166.0,0.23493975903614459,39.0,4.9698795180722914,5.158605283431231,21.0
5P96KWeULzE,37.0,0.7027027027027027,26.0,2.4594594594594588,2.375740756931224,13.0
gL68u5UuWa,90.0,0.24444444444444444,22.0,2.1999999999999997,1.9383764780832733,10.0
83piwkGNzOP,14.0,0.7142857142857143,10.0,0.7857142857142858,2.1187286256174924,8.0
jnpGR7xu_P_,86.0,0.6162790697674418,53.0,2.5000000000000013,5.148957632946922,26.0
cddqs4kvC20,140.0,0.35714285714285715,50.0,2.2785714285714294,3.407709957307786,22.0
7T2XgpklLDA,40.0,0.25,10.0,0.8749999999999999,0.33493206352854177,1.0
9OEW_t2uO4u,205.0,0.18048780487804877,37.0,2.7804878048780486,3.190919984756004,22.0
LVum7knUA7g,286.0,0.3146853146853147,90.0,2.916083916083917,4.143896807454079,27.0
iMevKmhiUZ,30.0,0.7,21.0,2.3666666666666663,3.4289169229317613,19.0
7qSpaOSbRVO,91.0,0.37362637362637363,34.0,2.967032967032967,2.2971022782364043,13.0
gmL46YMpu2J,57.0,0.47368421052631576,27.0,2.912280701754386,2.9355013063869513,16.0
aBH_DydEvoH,1014.0,0.05719921104536489,58.0,0.7771203155818553,2.188011215982464,27.0
oCx90Ezdox_,184.0,0.25,46.0,2.4619565217391304,3.742923155333702,18.0
RlxNpChToM_,286.0,0.26573426573426573,76.0,2.996503496503497,3.8228291642821266,26.0
Q120_4COf-K,231.0,0.3593073593073593,83.0,3.575757575757574,5.170326809292428,31.0
Sc3Ylriwp4,381.0,0.1837270341207349,70.0,3.393700787401573,4.104857482585903,32.0
d_iQXvrt9KN,37.0,1.054054054054054,39.0,5.08108108108108,5.029791128744692,20.0
zgVDqw9ZUES,1055.0,0.09289099526066351,98.0,3.0549763033175363,2.966737065906499,22.0
p5DeuCSE9q,121.0,0.35537190082644626,43.0,2.9421487603305794,2.9841177385763373,20.0
oWRcXhIeWw2,58.0,0.6551724137931034,38.0,3.620689655172414,4.730741517511302,19.0
77aKxP46geN,240.0,0.4,96.0,3.8999999999999995,4.782989384025302,27.0
s130rTE3U_X,1872.0,0.07425213675213675,139.0,3.763354700854702,3.6099338958607787,18.0
Bq1-IOPKet,477.0,0.12578616352201258,60.0,1.3291404612159339,2.6255551424145445,22.0
HHPEkUi5POw,1090.0,0.08256880733944955,90.0,2.7880733944954077,3.1802369742267853,25.0
FvevdI0aA_h,675.0,0.11407407407407408,77.0,3.6044444444444417,3.821574447290278,17.0
zOHQGKO3WGY,142.0,0.3028169014084507,43.0,5.492957746478876,4.991832306002638,22.0
1tHAZRqftM,228.0,0.2982456140350877,68.0,3.9605263157894743,4.641625843459388,22.0
nXOhmfFu5n,220.0,0.2772727272727273,61.0,2.495454545454545,3.970781098495738,25.0
lJX9okHBVMb,1373.0,0.08157319737800436,112.0,3.8346686088856505,3.6395012327502037,25.0
4bCsX2K0KuR,74.0,0.0945945945945946,7.0,0.37837837837837834,1.1066759150247938,7.0
WcSm-iommPR,86.0,0.4418604651162791,38.0,2.7674418604651163,3.689968654751774,21.0
RuLGBgoonoM,125.0,0.4,50.0,2.9280000000000017,4.685557769668753,25.0
ZR-C_YlIf0q,1522.0,0.0900131406044678,137.0,6.904073587385015,7.445175235180815,33.0
jg9ELHRfHD7,354.0,0.11299435028248588,40.0,3.002824858757063,2.959115735358167,19.0
3FdmckXo3cN,381.0,0.1889763779527559,72.0,3.3963254593175867,4.4227744494422945,33.0
hFCUPkSSRE,125.0,0.432,54.0,4.287999999999999,5.265248209693198,27.0
hNmf1gnVllX,494.0,0.15384615384615385,76.0,4.615384615384614,5.126972598543233,22.0
0Wu7vlNZ8f,1248.0,0.08092948717948718,101.0,4.439102564102566,5.35742309260348,33.0
